0	0	0.134
98.2151	13.2402	0.6206
128.765	35.078	1.05854
129.829	36.9694	1.45269
128.153	22.8469	1.80742
132.731	3.8647	2.12668
142.963	-12.606	2.41401
155.737	-23.9822	2.67261
168.512	-30.4557	2.90535
179.929	-33.204	3.11481
189.513	-33.4608	3.30333
197.279	-32.1935	3.473
203.448	-30.0709	3.6257
208.291	-27.5242	3.76313
212.066	-24.8206	3.88682
214.992	-22.1202	3.99813
217.25	-19.5162	4.09832
218.982	-17.0597	4.18849
220.302	-14.7757	4.26964
221.298	-12.6734	4.34268
222.043	-10.7521	4.40841
222.591	-9.00541	4.46757
222.986	-7.42341	4.52081
223.263	-5.99461	4.56873
223.449	-4.70683	4.61186
223.566	-3.54791	4.65067
223.631	-2.50609	4.6856
223.656	-1.57027	4.71704
223.652	-0.730093	4.74534
223.627	0.0239447	4.77081
223.587	0.700547	4.79373
223.538	1.30762	4.81435
223.482	1.85229	4.83292
223.423	2.341	4.84963
223.362	2.77955	4.86466
223.302	3.17314	4.8782
223.243	3.52641	4.89038
223.186	3.84355	4.90134
223.131	4.12831	4.91121
223.08	4.38402	4.92008
223.032	4.61369	4.92808
222.986	4.81999	4.93527
222.944	5.00534	4.94174
222.905	5.17189	4.94757
222.87	5.32157	4.95281
222.837	5.4561	4.95753
222.806	5.57703	4.96178
222.779	5.68574	4.9656
222.753	5.78348	4.96904
222.73	5.87136	4.97214
222.709	5.95039	4.97492
222.69	6.02146	4.97743
222.673	6.08538	4.97969
222.657	6.14287	4.98172
222.643	6.19458	4.98355
222.63	6.2411	4.98519
222.618	6.28295	4.98667
222.608	6.3206	4.98801
222.598	6.35447	4.9892
222.589	6.38494	4.99028
222.582	6.41235	4.99126
222.575	6.43702	4.99213
222.568	6.45922	4.99292
222.562	6.47918	4.99363
222.557	6.49715	4.99426
222.553	6.51332	4.99484
222.548	6.52787	4.99535
222.544	6.54096	4.99582
222.541	6.55275	4.99624
222.538	6.56335	4.99661
222.535	6.57289	4.99695
222.533	6.58148	4.99726
222.53	6.58921	4.99753
222.528	6.59616	4.99778
222.527	6.60241	4.998
222.525	6.60804	4.9982
222.523	6.61311	4.99838
222.522	6.61768	4.99854
222.521	6.62179	4.99869
222.52	6.62548	4.99882
222.519	6.62881	4.99894
222.518	6.6318	4.99904
222.517	6.6345	4.99914
222.516	6.63692	4.99923
222.516	6.63911	4.9993
