222.515	6.64107	4.99937
222.515	6.64283	4.99944
222.514	6.64443	4.99949
222.514	6.64585	4.99954
222.513	6.64714	4.99959
222.513	6.6483	4.99963
222.513	6.64934	4.99967
222.512	6.65028	4.9997
222.512	6.65113	4.99973
222.512	6.65189	4.99976
222.512	6.65258	4.99978
222.512	6.65319	4.9998
222.511	6.65375	4.99982
222.511	6.65425	4.99984
222.511	6.65469	4.99986
222.511	6.65509	4.99987
222.511	6.65545	4.99988
222.511	6.65578	4.9999
222.511	6.65607	4.99991
222.511	6.65633	4.99992
222.511	6.65657	4.99992
222.51	6.65679	4.99993
222.51	6.65698	4.99994
222.51	6.65715	4.99994
222.51	6.65731	4.99995
222.51	6.65745	4.99996
222.51	6.65758	4.99996
222.51	6.6577	4.99996
222.51	6.6578	4.99997
222.51	6.6579	4.99997
222.51	6.65798	4.99997
222.51	6.65805	4.99998
222.51	6.65812	4.99998
222.51	6.65818	4.99998
222.51	6.65824	4.99998
222.51	6.65829	4.99998
222.51	6.65833	4.99999
222.51	6.65837	4.99999
222.51	6.65841	4.99999
222.51	6.65844	4.99999
222.51	6.65847	4.99999
222.51	6.65849	4.99999
222.51	6.65851	4.99999
222.51	6.65854	4.99999
222.51	6.65855	4.99999
222.51	6.65857	4.99999
222.51	6.65858	4.99999
222.51	6.6586	5
222.51	6.65861	5
222.51	6.65862	5
222.51	6.65863	5
222.51	6.65864	5
222.51	6.65865	5
222.51	6.65867	5
222.51	6.65868	5
222.51	6.65868	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
222.51	6.65869	5
